alpha,beta,m,resolution,microservice_threshold,partitions
0.0,1.0,5.0,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'Item.java'], 6: ['Category.java'], 7: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java']}"
0.1,0.9,1.0,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java'], 5: ['Product.java', 'Item.java'], 6: ['Category.java'], 7: ['Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,1.5,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java'], 6: ['Category.java'], 7: ['Order.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,2.0,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'Item.java'], 6: ['Category.java'], 7: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,2.5,3.0,9,"{0: ['AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Order.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'Order.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['Order.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Category.java'], 7: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.1,0.9,3.0,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Category.java'], 7: ['Order.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,3.5,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Category.java'], 7: ['Order.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,4.0,3.0,9,"{0: ['AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Order.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'Order.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['Order.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Order.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'AccountService.java', 'AccountMapper.java', 'AccountActionBean.java', 'Order.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Category.java'], 7: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Order.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.1,0.9,4.5,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Order.java', 'OrderActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Category.java'], 7: ['Order.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.1,0.9,5.0,3.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'Item.java'], 6: ['Category.java'], 7: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'Item.java', 'Order.java', 'LineItem.java']}"
0.2,0.8,1.0,3.0,9,"{0: ['Account.java', 'AccountActionBean.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Order.java', 'OrderActionBean.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartActionBean.java', 'CartItem.java', 'Cart.java'], 5: ['Product.java', 'LineItem.java', 'Item.java'], 6: ['Category.java'], 7: ['Order.java', 'OrderActionBean.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
